review_id,tanggal,username,review,clean_text,nama_produk,variasi_produk,link_gambar,file_gambar,rating,sentiment,sentiment_numeric
AI000066,2025-03-10,F***o,"Bahan nya adem, motif gambar sesuai deskripsi, Bajunya bagus dan cantik, next insyaallah order lg👍",bahan nya adem motif gambar sesuai deskripsi baju bagus cantik next insyaallah order,KEMEJA/BLOUSE ALIKA RAYON PREMIUM LD 120 CM,Varian: MOZAIK - 120,Tidak ada gambar,AI000066.jpg,5,Positive,1.0
P000203,2025-02-01,r***t,Bhan tipis,bhan tipis,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Putih BW - L,Tidak ada gambar,P000203.jpg,1,Negative,0.0
AH000024,2024-08-01,T***S,Lumayan bagus,lumayan bagus,[1-100] Atasan Kemeja dan Blouse Santai Elegan - Nyaman,Varian: 19,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/1853ddcff40c4a1d800bf27119cdaf29.webp?ect=4g,AH000024.jpg,2,Negative,0.0
D000416,2024-07-01,s***i,ga sesuai kecill bngt,sesuai kecill bngt,HSS - KEMEJA OVERSIZE POLOS BB 100Kg Atasan Wanita Jumbo,Varian: Wardah - Ld 140,Tidak ada gambar,D000416.jpg,1,Negative,0.0
AP000047,2024-01-01,I***i,Beli 2 yg 1 bagus bahan tebal yg satu tipis banget masih bagus yg harga 25rb.an,beli bagus bahan tebal tipis banget bagus harga rban,HSS - Vivi midi dress knit,Varian: Kubus Vivi Midi,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,AP000047.jpg,2,Negative,0.0
AC000009,2024-04-01,b***a,"bagus, packing oke, ukuran betul, resleting dan kancing aman, tapi warnanya kok hitam,
pesennya navy 🥲
maaf bintang kecil dlu",bagus packing oke ukur resleting kancing aman warna hitam sen navy maaf bintang dlu,Aerostreet Chinos Panjang Elvano Navy Celana Chino EAAAA,Varian: 34,Tidak ada gambar,AC000009.jpg,2,Negative,0.0
H000071,2024-09-01,A***,Bagus tapi bahannya tipis,bagus bahan tipis,Cessie Blouse Wanita Airflow Atasan Crinkle Baju Big Size,Varian: Choco - Tangan Panjang (Sz Normal),Tidak ada gambar,H000071.jpg,2,Negative,0.0
V000465,2024-11-01,D****,Goodquality 👍,goodquality,House of Smith Bomber Jacket Bomith Black #3 - Jaket Bomber Pria Hitam,Varian: L,Tidak ada gambar,V000465.jpg,5,Positive,1.0
R000222,2024-01-01,tobing,luar biasa Sangat suka  sellernya ramah ok punya ga nyesel belanja toko ini. Tebal berkualitas 👍 Modelnya stylish 😎 Nyaman dipakai 👍 Desainnya kece Bahannya bagus Ukur...,suka sellernya ramah nyesel belanja toko tebal kualitas model stylish nyaman pakai desain kece bahan bagus ukur,Jaket Bomber Ribsgold Series,Varian: BomberArmy - M,Tidak ada gambar,R000222.jpg,5,Positive,1.0
J000259,2024-01-01,A***y,Kualitas produk bagus. Jahitannya rapi. Bahannya adem. Bahan menyerap keringat.,kualitas produk bagus jahit rapi bahan adem bahan serap keringat,Kaos Polos New States Apparel 5400 Heavy Cotton T-shirt,Varian: Black - L,Tidak ada gambar,J000259.jpg,5,Positive,1.0
AF000005,2024-05-01,h***u,dikemas lama. stelah lama bilang nya stok kosong. kata nya di kasih vocer stlh selesai. tapi malh minta ⭐5 dulu. jadi males,kemas stelah bilang nya stok kosong nya kasih vocer stlh selesai malh males,Aerostreet Chinos Panjang Elvano Hijau Army Celana Chino EAAAA,Varian: 28,Tidak ada gambar,AF000005.jpg,1,Negative,0.0
AB000461,2024-01-01,Tjarnadi,Ukurannya pas Tinggi badan 171 - 180 cm Berat badan > 80 kg,ukur pas badan berat badan,Aerostreet Chinos Panjang Elvano Krem Celana Chino EAAAA,Varian: 36,Tidak ada gambar,AB000461.jpg,5,Positive,1.0
P000378,2025-03-10,N***u,Barangnya bahannya bagus semua dan sesuai pesanan. Mantap harga murah tapi gak murahan,barang bahan bagus sesuai pesan mantap harga murah gak murah,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Sage soft - XXL,Tidak ada gambar,P000378.jpg,5,Positive,1.0
U000154,2025-02-01,C***k,semoga nanti ready xxxl,moga ready xxxl,House of Smith Harrington Jacket Hangor Black #6 - Jaket Harrington Pria Hitam,Varian: 2XL - BLACK,Tidak ada gambar,U000154.jpg,5,Positive,1.0
AE000019,2025-03-01,L***i,sdh langganan aero....... cln panjang nya pas panjang nya meski msh di dedel lg biar lbh panjang........ kain suka krn stretch....... tinggi bdn anak sy 188......jd agak...,sdh langgan aero cln nya pas nya msh dedel biar lbh kain suka krn stretch bdn anak,Aerostreet Chinos Panjang Elvano Khaki Celana Chino EAAAA,Varian: 36,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,AE000019.jpg,5,Positive,1.0
A000315,2024-01-01,B***o,sesuai deskripsi pokoknya oke banget,sesuai deskripsi pokok oke banget,KAOS POLOS WANITA COTTON COMBED 30S BAJU KAOS POLOS CEWEK SIZE XS - XL,Varian: M,Tidak ada gambar,A000315.jpg,5,Positive,1.0
AG000013,2025-03-08,X***i,Aga kecewa badan bagian bawah Dan belakang ga di jait.... kaya baju blum jadi,aga kecewa badan jait kaya baju blum,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Expresso - L ( LD 100-120Cm ),Tidak ada gambar,AG000013.jpg,1,Negative,0.0
T000112,2024-01-01,Steven,"ok , barang sdh diterima , kondisi barang ok , no cacat , pengiriman cepat👍...tq seller",barang sdh terima kondisi barang cacat kirim cepattq seller,"jaket bomber premium,jaket pria",Varian: Putih - XL,Tidak ada gambar,T000112.jpg,5,Positive,1.0
N000126,2025-03-13,B***w,Baju nya bagus banget,baju nya bagus banget,"Novie Baju Blouse Cringkle Atasan Wanita Lengan Panjang Katun Polos,Blouse Wanita Kekinian Airflow Muda Crinkle Oversize atasan tulle Nyaman atasan korea Linen",Varian: Hitam - All Size,Tidak ada gambar,N000126.jpg,5,Positive,1.0
AD000285,2024-01-01,Aldhi,"- pengiriman cepat dan tepat
- barang sesuai
- barang dalam kondisi bagus & tidak rusak
Sukses terus jualanya kak semoga laris",kirim cepat barang sesuai barang kondisi bagus rusak sukses jualanya kak moga laris,Aerostreet Chinos Panjang Elvano Abu Tua Celana Chino EAAAA,Varian: 36,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,AD000285.jpg,5,Positive,1.0
R000209,2024-01-01,E***n,keren jaketnya,keren jaket,Jaket Bomber Ribsgold Series,Varian: BomberNavy - XXL,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,R000209.jpg,5,Positive,1.0
A000218,2024-01-01,Irene,"Ukuran pas sesuai deskripsi, bahan adem, pengiriman on time",ukur pas sesuai deskripsi bahan adem kirim time,KAOS POLOS WANITA COTTON COMBED 30S BAJU KAOS POLOS CEWEK SIZE XS - XL,Varian: M,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,A000218.jpg,5,Positive,1.0
AG000261,2025-03-10,C***r,Sudah langanan...udh 3 kali beli..memuaskan,langananudh kali belimemuaskan,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Biru Electrik - XXL ( 120-140Cm ),Tidak ada gambar,AG000261.jpg,5,Positive,1.0
AK000061,2025-02-01,d***a,"Kata aku juga merah menyala gak ada pilihannya maroon,di bilang maroon aslinya merah menyala hadeeuuuhh nie toko",merah nyala gak pilih maroondi bilang maroon asli merah nyala hadeeuuuhh nie toko,(PART 1) Square Neck Short Sleeve Shirt Blouse #2900,Varian: Maroon - XL,Tidak ada gambar,AK000061.jpg,1,Negative,0.0
AC000195,2024-07-01,P***a,pengiriman cepat,kirim cepat,Aerostreet Chinos Panjang Elvano Navy Celana Chino EAAAA,Varian: 32,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/7/11/e05addcd-3bc0-4306-81fa-fa43224a13da.jpg.webp?ect=4g,AC000195.jpg,5,Positive,1.0
H000071,2025-03-08,H***k,"Bguuus brangnya
👍👍👍",bguuus brangnya,Cessie Blouse Wanita Airflow Atasan Crinkle Baju Big Size,Varian: Denim - Tangan Panjang (Sz Jumbo),Tidak ada gambar,H000071.jpg,5,Positive,1.0
AW000079,2025-03-08,U***e,Pesen usia 15 tahun.... Kok yg datang usia 7thun...gimana sih padahal sudah tertera jelas 15 tahun.,sen usia usia thungimana sih tera,celana panjang anak laki-laki model cargo umur 5 sampai 15 tahun,Varian: KREM - 15 tahun,Tidak ada gambar,AW000079.jpg,1,Negative,0.0
Q000181,2024-01-01,A***r,"Lumayan bagus, tapi bagian pergelangan tangan terlalu sempit.",lumayan bagus gelang tangan sempit,Parayu - Jas Blazer Vali Jas Pria Formal Kancing Satu Slim Fit,Varian: Navy Blue - M,Tidak ada gambar,Q000181.jpg,4,Positive,1.0
AG000019,2025-03-01,J***h,Jahitannya ga bnr bolong bahunya,jahit bnr bolong bahu,Kaos Oversize Lengan 7/8 Wanita T-shirt Wanita Lengan 3/4 Slit Atasan Rayon Belah Samping Basic Baju Panjang Top Polos Oval murah,Varian: Putih - XXL ( 120-140Cm ),Tidak ada gambar,AG000019.jpg,2,Negative,0.0
AL000039,2024-01-01,b***n,Barang tdk sesuai gambar,barang tdk sesuai gambar,KEMEJA STRIP WANITA KECE Baju,Varian: 34 - All size,Tidak ada gambar,AL000039.jpg,1,Negative,0.0
AF000013,2024-01-01,ade,lingkar paha sama bawah terlalu sempit...tp pinggangnya pas,lingkar paha sempittp pinggang pas,Aerostreet Chinos Panjang Elvano Hijau Army Celana Chino EAAAA,Varian: 36,Tidak ada gambar,AF000013.jpg,2,Negative,0.0
AP000020,2024-01-01,*****,"Barangya udah nyampe ketempat... tpi barangnya yg datang gk sesuai yg difoto. medel hampir mirip sama,warna jg sama, tpi kainya yg bedah. Difoto keliatan halus yg datang...",barangya udah nyampe tempat tpi barang sesuai foto medel samawarna tpi kainya bedah foto liat halus,HSS - Vivi midi dress knit,Varian: Hitam Vivi Midi,Tidak ada gambar,AP000020.jpg,1,Negative,0.0
K000093,2024-08-01,F***l,Ukurannya pas Tinggi badan < 150 cm Berat badan 50 - 60 kg,ukur pas badan berat badan,KEMEJA WANITA POLOS LENGAN PANJANG RAYON LONG SHIRT ORGANIK HITAM,Varian: Kemeja Mint - M,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/7/28/72b678bf-db4b-4dde-9826-f7cc1443768c.jpg.webp?ect=4g,K000093.jpg,5,Positive,1.0
AT000037,2025-02-22,A***g,Tokoh nggk amanah.. Di pesan 2 barang malah 1 ajah dikirimin. Udah bayar 195.000 malah nggk sesuai barangnya. Gimanah sih nggk amanah banget.,tokoh nggk amanah pesan barang ajah dikirimin udah bayar nggk sesuai barang gimanah sih nggk amanah banget,Faradina Exclusive Listya Dress Gamis Motif Premium Aksen List Busui Friendly Diamond Muslim,Varian: BD Cream,"https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/8228b14213b24b7cb0abc35bce9d4903~.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/334f8dee0589412da90c95dde863bd6a~.webp?ect=4g",AT000037.jpg,1,Negative,0.0
AX000072,2024-07-01,m***h,"Baju nya bagus,sesuai sama harga nya",baju nya bagussesuai harga nya,"Paket 3 pcs kaos distro anak branded laki laki dan perempuan usia 3,5-12 tahun Combed 30s Bunda",Varian: 3pcs motif N - L,Tidak ada gambar,AX000072.jpg,2,Negative,0.0
AD000191,2024-07-01,K***o,bagus bahan enak,bagus bahan enak,Aerostreet Chinos Panjang Elvano Abu Tua Celana Chino EAAAA,Varian: 28,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/6/21/986c1fe4-a528-4fa7-ad9b-efea842febd2.jpg.webp?ect=4g,AD000191.jpg,5,Positive,1.0
AW000044,2025-03-11,S***o,Ko kecil 11thn,thn,celana panjang anak laki-laki model cargo umur 5 sampai 15 tahun,Varian: hitam - 11 tahun,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/244a46f172ef4433affedbe2561d7421.webp?ect=4g,AW000044.jpg,1,Negative,0.0
AC000312,2024-03-01,Candra,Ukurannya pas,ukur pas,Aerostreet Chinos Panjang Elvano Navy Celana Chino EAAAA,Varian: 34,Tidak ada gambar,AC000312.jpg,5,Positive,1.0
V000296,2025-01-01,ð****,Mantap jaket yaa bagus banget bahan ya enak pokok ya bagus banget deh,mantap jaket yaa bagus banget bahan enak pokok bagus banget deh,House of Smith Bomber Jacket Bomith Black #3 - Jaket Bomber Pria Hitam,Varian: M,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/e1caea00f6d245b690ba61503c1eff4f~.webp?ect=4g,V000296.jpg,5,Positive,1.0
I000433,2024-01-01,Finch,parah ga dikasih plastik...kmren beli selusin dkasih ini kaga,parah kasih plastikkmren beli lusin dkasih kaga,Kaos Polos New States Apparel 7200 Premium Cotton T-shirt,Varian: Black - XL,Tidak ada gambar,I000433.jpg,4,Positive,1.0
AC000224,2024-06-01,ARI,"bahan bagus, gw recommend",bahan bagus recommend,Aerostreet Chinos Panjang Elvano Navy Celana Chino EAAAA,Varian: 32,Tidak ada gambar,AC000224.jpg,5,Positive,1.0
H000021,2025-02-01,N***a,Barangnya tdk sesuai / reelpick bolong,barang tdk sesuai reelpick bolong,Cessie Blouse Wanita Airflow Atasan Crinkle Baju Big Size,Varian: Choco - Size Normal,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/27ed2811d05741e0b060706f3759169e.webp?ect=4g,H000021.jpg,1,Negative,0.0
W000306,2024-10-01,Fadhil,"model keren, bahan bagus, seller ramah pengiriman cepat mantap..",model keren bahan bagus seller ramah kirim cepat mantap,House of Smith Bomber Jacket Bomen Black #5 - Jaket Bomber Pria Hitam,Varian: L,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,W000306.jpg,5,Positive,1.0
AR000061,2024-01-01,b***¼,"Sangat kecewa, saya beli 2x, yg perma datang masih ok lah bahan nya tebel gak nerawang
, tp waktu yang terakir datang, kenapa bahan nya beda nerawang banget mana yang sat...",kecewa beli perma bahan nya tebel gak nerawang terakir bahan nya beda nerawang banget sat,INNER KNIT PASTEL - LONG DRESS INNER,Varian: Hitam XL - allsize,Tidak ada gambar,AR000061.jpg,1,Negative,0.0
G000335,2024-04-01,Nalendro,bahanya lumayan fittingnya buat saya agak kegedean ternyata,bahanya lumayan fittingnya gede,Celana Bahan Pria Kerja Formal - Laksa Kirana Slim Fit Pants,Varian: Abu Tua - 37 atau 38,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,G000335.jpg,5,Positive,1.0
AS000064,2024-05-01,e***3,Ga sesuai. Di live warna nya cerah. Pas dtng warna nya kusam.,sesuai live warna nya cerah pas dtng warna nya kusam,Kayla Tunik Jaring Rajut Outer Dress Rajut Wanita,Varian: MAGENTA,Tidak ada gambar,AS000064.jpg,2,Negative,0.0
F000028,2024-01-01,M***d,di size chart sama real size sangat berbeda jauh ukurannya. yang ada gakepake deh jadinya kekecilan.padahal pas di sizechart ukurannya kegedean untuk saya. yang dateng ma...,size chart real size beda ukur gakepake deh kekecilanpadahal pas sizechart ukur gede dateng,Hoodie Jumper Jaket Sweater Polos Unisex,Varian: Coklat Muda,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2021/5/7/3c9bb7d3-9df6-41a4-a826-06dc87aa169d.jpg.webp?ect=4g,F000028.jpg,1,Negative,0.0
K000001,2025-03-15,f***i,bahan tipis nerawang dicuci mengkerut mudah kusut,bahan tipis nerawang cuci kerut mudah kusut,KEMEJA WANITA POLOS LENGAN PANJANG RAYON LONG SHIRT ORGANIK HITAM,Varian: Kemeja Hitam - XL,Tidak ada gambar,K000001.jpg,5,Positive,1.0
Q000264,2024-01-01,Evie,"Bahannya bagus, tebal n pas di badan, thanks seller",bahan bagus tebal pas badan thanks seller,Parayu - Jas Blazer Vali Jas Pria Formal Kancing Satu Slim Fit,Varian: Hitam - XXL,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2023/3/31/ea5f997f-fbfd-47f5-a298-f7d27a621f4d.jpg.webp?ect=4g,Q000264.jpg,5,Positive,1.0
AR000072,2024-01-01,F***i,"Penjual kurang membaca detail pesanan customer,,pesannya XL barang yg dikirim XXL
Kualitas produk: Bahan kurang begitu tebal dengan harga segitu,",jual baca detail pesan customerpesannya barang kirim xxl kualitas produk bahan tebal harga segitu,INNER KNIT PASTEL - LONG DRESS INNER,Varian: Choco XL - allsize,Tidak ada gambar,AR000072.jpg,1,Negative,0.0
R000042,2024-07-01,A***i,Ukurannya pas mantab dan cocok bahagia,ukur pas mantab cocok bahagia,Jaket Bomber Ribsgold Series,Varian: BomberNavy - XXL,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/6/28/7fbc0df8-650e-4b71-acc2-215eefee0ebd.jpg.webp?ect=4g,R000042.jpg,5,Positive,1.0
K000289,2024-01-01,E***e,UK L..kecil bgt kayak ss🤔,lkecil bgt kayak,KEMEJA WANITA POLOS LENGAN PANJANG RAYON LONG SHIRT ORGANIK HITAM,Varian: Kemeja Sky Blue - Fit to L,Tidak ada gambar,K000289.jpg,2,Negative,0.0
AT000034,2025-02-22,C***b,"Gk sesuai yg difoto,yg difoto bunga2nya warna kuning dan merah yg datang warna cream sama coklat kek kucem gitu warnanya,udah nunggunya lama gk sesuai ekspetasi",sesuai difotoyg foto bunga warna kuning merah warna cream coklat kek kucem gitu warnanyaudah nunggunya sesuai ekspetasi,Faradina Exclusive Listya Dress Gamis Motif Premium Aksen List Busui Friendly Diamond Muslim,Varian: MR Cream,Tidak ada gambar,AT000034.jpg,2,Negative,0.0
L000404,2024-01-01,Fadli,Ukurannya pas Tinggi badan 171 - 180 cm Berat badan 71 - 80 kg,ukur pas badan berat badan,CELANA PANJANG JEANS PRIA STRETCH,Varian: blue garment - 38,Tidak ada gambar,L000404.jpg,5,Positive,1.0
AQ000041,2024-08-01,T***S,Kecewa,kecewa,JUMPSUIT / OVERALL LIVE KODE A (1-100),Varian: KODE A65,Tidak ada gambar,AQ000041.jpg,1,Negative,0.0
AF000476,2024-01-01,Amalia,"suka bnget warnanya bagus, kualitas kainnya jg bagus.",suka bnget warna bagus kualitas kain bagus,Aerostreet Chinos Panjang Elvano Hijau Army Celana Chino EAAAA,Varian: 32,Tidak ada gambar,AF000476.jpg,5,Positive,1.0
AV000022,2025-03-08,S***r,Bahannya sih oke harga segitu tapi banyak kuning kuning di bajunya,bahan sih oke harga segitu kuning kuning baju,Motif Best seller Atasan kemeja anak bahan katun flanel untuk usia 3-10 tahun lengan panjang motif kotak tartan fashion kids Fashion Baju anak anak,Varian: Best  01 - 2XL 7-8 tahun,"https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/557ed6e824174850a8606bffb0a68923.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/cc6d59d686564c6eb29d3700dff96e55.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/1c7743d684664587929c6b01bdbca224.webp?ect=4g",AV000022.jpg,1,Negative,0.0
P000182,2025-02-15,F***j,"tipis nerawang, beli 5 padahal
katanya pas dilive tebellll
Kualitas produk: tipiss, ga sesuai sama yang dilive pas di riview",tipis nerawang beli pas dilive tebellll kualitas produk tipiss sesuai dilive pas riview,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Putih BW - XL,Tidak ada gambar,P000182.jpg,1,Negative,0.0
C000316,2025-03-08,X***b,Bagus,bagus,COZYCLUB Long Sleeve Linen Shirt | Kemeja Pria Kerah Lengan Panjang Baju Dark Grey Beige,Varian: Black - L,Tidak ada gambar,C000316.jpg,5,Positive,1.0
AF000117,2024-07-01,W***n,fitting pas utk tb 174 bb 68. bahan bagus,fitting pas utk bahan bagus,Aerostreet Chinos Panjang Elvano Hijau Army Celana Chino EAAAA,Varian: 32,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/7/10/e9b2adee-fd07-4b21-8fb9-0edab4ad7324.jpg.webp?ect=4g,AF000117.jpg,5,Positive,1.0
Z000150,2025-02-01,jepaaa,apaan dah gambar gimmick,dah gambar gimmick,Aerostreet T Shirt Reguler Polos Gelap Kaos T-Shirt Tshirt KAAAA,Varian: Hitam - L,"https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",Z000150.jpg,1,Negative,0.0
P000113,2025-03-08,Q***h,Ternyata bahannya tipis,bahan tipis,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Denim - XL,Tidak ada gambar,P000113.jpg,2,Negative,0.0
Q000197,2024-01-01,Solihin,"packingan rapi, bahan bagus, jahitan juga rapi. top markotop 👍👍",packingan rapi bahan bagus jahit rapi top markotop,Parayu - Jas Blazer Vali Jas Pria Formal Kancing Satu Slim Fit,Varian: Hitam - M,Tidak ada gambar,Q000197.jpg,5,Positive,1.0
AS000011,2024-12-01,c***n,"ka sya pesenya bronze knp marun gk sukaaaaa ,tolong donk ka yg amanah jangan seadanya d kirim ,klo bisa tuker yah",sya pese bronze knp marun sukaaaaa tolong donk amanah ada kirim klo tuker yah,Kayla Tunik Jaring Rajut Outer Dress Rajut Wanita,Varian: BRONZE,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/8431dbbf92bf42baadcc9d8a50b9d353.webp?ect=4g,AS000011.jpg,1,Negative,0.0
I000299,2024-01-01,m***n,Mantap,mantap,Kaos Polos New States Apparel 7200 Premium Cotton T-shirt,Varian: Maroon - L,Tidak ada gambar,I000299.jpg,5,Positive,1.0
P000455,2025-03-09,U***p,"Cakep, real pict sesuai ekspektasi",cakep real pict sesuai ekspektasi,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Sage soft - M,Tidak ada gambar,P000455.jpg,5,Positive,1.0
O000482,2025-03-01,i***n,Kualitas produk: Sangat memuaskan,kualitas produk muas,Rok PANJANG Plisket BB WAVY / Rok BB Wavy / rok plisket bb wavy (036),Varian: Navy 029 (lebar),https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/ad3ecba5b36549f9818f72ae4f1f13fc.webp?ect=4g,O000482.jpg,5,Positive,1.0
AQ000001,2025-03-15,K***l,sangat tidak puas yg di kirim baju nya kekecilan..alias ga muat buat anak sya ga jelas ni tokonya..bilang nya untuk dewasa bisa ank sy umur 8 thun masa ga muat ...tidak p...,puas kirim baju nya kekecilanalias muat anak sya tokonyabilang nya dewasa ank umur thun muat,JUMPSUIT / OVERALL LIVE KODE A (1-100),Varian: KODE A19,Tidak ada gambar,AQ000001.jpg,1,Negative,0.0
F000045,2024-01-01,Kemas,Mengecewakan,kecewa,Hoodie Jumper Jaket Sweater Polos Unisex,Varian: Mocca,Tidak ada gambar,F000045.jpg,2,Negative,0.0
F000494,2024-01-01,Vemri,"Masih banyak sisa jaitannya, but ok lah",sisa jaitannya but,Hoodie Jumper Jaket Sweater Polos Unisex,Varian: Navy,Tidak ada gambar,F000494.jpg,5,Positive,1.0
B000006,2025-02-01,S****,Agak kecewa jaitan nya kurang rapih SMA ukuran nya gak dicek lgie kurang teliti pesen XL emng iya tulisan nya XL tapi kecil kayak ukuran m.jdi mubajir gak kepake SMA anak...,kecewa jaitan nya rapih sma ukur nya gak cek lgie teliti sen emng iya tulis nya kayak ukur mjdi mubajir gak kepake sma anak,Baju Anak Perempuan - (Ready Stock) Dress Anak Perempuan Aubu Karakter kartun LBB Terlaris / Fashion Dress Anak DTF Monster Lucu Terbaru,Varian: FANTA MIMI - XL,Tidak ada gambar,B000006.jpg,2,Negative,0.0
F000048,2024-01-01,A***f,barang yang dateng lama bangetttt,barang dateng bangetttt,Hoodie Jumper Jaket Sweater Polos Unisex,Varian: Turkis,Tidak ada gambar,F000048.jpg,2,Negative,0.0
AD000102,2024-12-01,G***h,Aerostreet emang top 👍,aerostreet emang top,Aerostreet Chinos Panjang Elvano Abu Tua Celana Chino EAAAA,Varian: 32,"https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/12/28/14399a85-10da-4edd-a9b9-3af533c50709.jpg.webp?ect=4g, https://images.tokopedia.net/img/cache/200-square/bjFkPX/2024/12/28/2e590673-840c-4e55-8ef2-4224a687a53f.jpg.webp?ect=4g",AD000102.jpg,5,Positive,1.0
AZ000045,2025-03-09,J***u,"Warna tidak sesuai,,pesen crem dtngnya kuning",warna sesuaipesen crem dtngnya kuning,RANIA ONE SET-Setelan celana dan atasan katun toyobo anak usia 0-10 tahun,Varian: Rania Cream - S,https://images.tokopedia.net/img/cache/200-square/aphluv/1997/1/1/4727e52352e64de095dfe67cf0dacb2d.webp?ect=4g,AZ000045.jpg,1,Negative,0.0
C000004,2025-03-11,J***p,"Baru buka paket,Warna yg di kirim salah,pesen dark grey tapi dateng kaya expreso",buka paketwarna kirim salahpesen dark grey dateng kaya expreso,COZYCLUB Long Sleeve Linen Shirt | Kemeja Pria Kerah Lengan Panjang Baju Dark Grey Beige,Varian: Dark Grey - XL,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,C000004.jpg,1,Negative,0.0
AT000038,2025-02-15,C***g,Kebesaran kak,besar kak,Faradina Exclusive Listya Dress Gamis Motif Premium Aksen List Busui Friendly Diamond Muslim,Varian: BD Cream,Tidak ada gambar,AT000038.jpg,1,Negative,0.0
Q000060,2024-06-01,Ibnu,Ukurannya pas,ukur pas,Parayu - Jas Blazer Vali Jas Pria Formal Kancing Satu Slim Fit,Varian: Hitam - M,Tidak ada gambar,Q000060.jpg,5,Positive,1.0
P000016,2025-03-14,Y***q,Kualitas produk: Tipis banget anjir gw kira tipisnya kaga kaya tisu,kualitas produk tipis banget anjir tipis kaga kaya tisu,HAIBRO Kemeja Cove Series Sage Green Polos,Varian: Abu Tua - M,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,P000016.jpg,2,Negative,0.0
AZ000027,2025-03-12,G***y,Celanya kecil.sepertinya kurang teliti,cela kecilsepertinya teliti,RANIA ONE SET-Setelan celana dan atasan katun toyobo anak usia 0-10 tahun,Varian: Rania Khaky - L,Tidak ada gambar,AZ000027.jpg,1,Negative,0.0
I000385,2024-01-01,S***a,"Ukurannya pas, bahannya bagus",ukur pas bahan bagus,Kaos Polos New States Apparel 7200 Premium Cotton T-shirt,Varian: Black - XXXL,https://images.tokopedia.net/img/cache/200-square/bjFkPX/2023/10/26/6807e5fe-4224-430e-ac7f-f6fb916cee72.jpg.webp?ect=4g,I000385.jpg,5,Positive,1.0
AI000088,2025-03-09,T***f,"Cantik,, sukaaa",cantik sukaaa,KEMEJA/BLOUSE ALIKA RAYON PREMIUM LD 120 CM,Varian: ARIMBI MAROON - 120,Tidak ada gambar,AI000088.jpg,5,Positive,1.0
A000020,2024-01-01,Harni,"size L utk ank"" ternyata pdhal jelas di gambar buat dewasa,kecewa.",size utk ank pdhal gambar dewasakecewa,KAOS POLOS WANITA COTTON COMBED 30S BAJU KAOS POLOS CEWEK SIZE XS - XL,Varian: L,Tidak ada gambar,A000020.jpg,2,Negative,0.0
